"source","left_context","verb","right_context","korpus","gender","verbform","verbform_factor","korpus_factor","gender_factor"
"Vzkaz v láhvi","“ „ Vy zpívat umíte ? “ „ Ano ,","děkuji","za optání . Zpívám velmi slušně . V minulosti jsem","written","f","i","i","written","f"
"Zabijáci",", kdy nevzal nic pořádného do úst . Ne ,","děkuji",", signalizoval Jeppesen posunky . „ Byla Kimmie zlá ?","written","f","i","i","written","f"
"Zabijáci","a vždycky když se přiblížila letuška , řekl ne ,","děkuji",". A pak najednou odpadl . „ Podívejte , jsme","written","f","i","i","written","f"
"Zabijáci","přes rameno vlekla velkou tašku a tvářila se jako ne","děkuji",", ještě než stihl otevřít pusu . „ Vážně uvažuju","written","f","i","i","written","f"
"Zabijáci","sil . “ Chytila Carla za ruce . „ Ale","děkuji",", určitě by jí to udělalo velkou radost . “","written","f","i","i","written","f"
"Černé slunce","jako žádat lišku , aby ohlídala kurník . Přesto …","děkuju",". “ Všiml si záblesku v jejich očích . „","written","f","u","u","written","f"
"Černé slunce","jeho žena . „ Jestliže jsi to byla ty ,","děkuju","ti , “ řekl . Na vrcholku pláže byl písek","written","f","u","u","written","f"
"Drakova přísaha","Připoj se k nám , prosím . “ „ Mnohokrát","děkuji","za pozvání , “ řekla Anastasia pokorně . Připomněla si","written","f","i","i","written","f"
"Drakova přísaha","z níž se jí zarděly tváře . „ Ach ,","děkuji",". A děkuji také za slunečnice . Hádám , že","written","f","i","i","written","f"
"Drakova přísaha","jí zarděly tváře . „ Ach , děkuji . A","děkuji","také za slunečnice . Hádám , že mi je nosíš","written","f","i","i","written","f"
"Zajíc s jantarovýma očima",": 4 . července 1914 Nejdražší papá , mnohokrát ti","děkuji",", že si mi sehnal ty profesory na příští pololetí","written","f","i","i","written","f"
"Úklady královského dvora","byli oporou a povzbuzovali mě v mém počínání . Dále","děkuji","své matce , Deanovi , Lorně , Grantovi a Shannon","written","f","i","i","written","f"
"Úklady královského dvora","krajky . Očima neustále pokukovala po obrázku . „ Moc","děkuji",". “ Susanna přijala polštářek a všimla si , že","written","f","i","i","written","f"
"Úklady královského dvora","to je cenná informace . Jsem vám velice zavázán ,","děkuji",". “ Blížili se ke dveřím , ačkoliv se Parker","written","f","i","i","written","f"
"Úklady královského dvora",". Parker jí pohotově políbil ruku . „ Mockrát vám","děkuji",", “ zamumlal . Srdce mu divoce bušilo . Nebyly","written","f","i","i","written","f"
"Šance na lásku","ztrátu sto devadesáti sedmi mužů nejspíš nikdy nezapomenu , ale","děkuji","za připomenutí . “ Přesně takového Phina si pamatuji ,","written","f","i","i","written","f"
"Šance na lásku","to nic , co by si nezasloužil . „ Já","děkuji","Bohu , že se ti nestalo nic horšího , “","written","f","i","i","written","f"
"Šance na lásku","„ Pochybuji , že by mi únos pomohl , ale","děkuji","za nabídku . “ Phin ji přivinul o kousek blíž","written","f","i","i","written","f"
"Šance na lásku","výraz se jí vytrácel z tváře . „ Ne ,","děkuji",", “ odpověděl . „ Zabavím se sám . Nevíš","written","f","i","i","written","f"
"Šance na lásku","ovce , odvedl jsi dobrou práci . Ještě jednou ti","děkuji",". “ „ Přišel jsi téměř o padesát kusů .","written","f","i","i","written","f"
"Šance na lásku","se podívala na jeho zraněné rameno . „ Dobře ,","děkuji",", “ odpověděl a přistoupil o krok blíž . „","written","f","i","i","written","f"
"Šance na lásku","řekl Phineas s ústy plnými šunky . „ Ne ,","děkuji",", “ opáčila jeho sestra . Úsměv jí ztuhl na","written","f","i","i","written","f"
"Šance na lásku","že jsi mi dal nové šaty . Ještě jednou ti","děkuji",", “ odpověděla . Vstala a podala je Mary .","written","f","i","i","written","f"
"Šance na lásku","poloostrov . “ „ Ach , dobře . Mnohokrát ti","děkuji",", “ vyštěkl . Obrátil se a rázoval na okraj","written","f","i","i","written","f"
"Noc ve Villette","budeme pracovat , tak ano , vezmu si ráda ,","děkuji",". “ V místnosti bylo dusno , a než se","written","f","i","i","written","f"
"Noc ve Villette","propiskou na zadní straně vizitky . „ Pokoj 205 ,","děkuji",". “ Fotograf byl v hotelu a nabídl se ,","written","f","i","i","written","f"
"Klid mocných","Sedem má z její kresby skutečně radost . „ Moc","děkuju",". Doufám , že vás budu moct brzy zase zachraňovat","written","f","u","u","written","f"
"Oběti",", kde si lidé rezervují lekce . “ „ Moc","děkuji",". “ „ Jenom jsem udělal , co jsem musel","written","f","i","i","written","f"
"Než pomine tvůj hněv","zajet a vyzvednout ho . „ Nestačilo by říct jen","děkuju","? “ přerušila ho Rebecka . „ Jdu dovnitř .","written","f","u","u","written","f"
"Než pomine tvůj hněv",". Nechcete svézt ? “ „ Ne , ale stejně","děkuji",". Jeden kamarád mě vyzvedne autem . Viděla jste Wilmu","written","f","i","i","written","f"
"Než pomine tvůj hněv","Děkuju , “ řekla Anna - Maria . „ Já","děkuju","vám . “ „ Za co ? “ „ Za","written","f","u","u","written","f"
"Než pomine tvůj hněv","Kerttu a požádá ji o tanec . „ Ne ,","děkuji",", “ odpoví Kerttu hlasitě . „ S Němci netančím","written","f","i","i","written","f"
"Dolní město 1","pak se obrátil k Adolphovi . „ Černou kávu ,","děkuji",". “ „ Máme zavříno , “ utrousil Adolphus ,","written","f","i","i","written","f"
"Portobello","Jen se zmohl na : „ Ehm , chápu ,","děkuji",". “ „ Nemám jich propříště objednat dvojnásobek ? “","written","f","i","i","written","f"
"Portobello","jich propříště objednat dvojnásobek ? “ „ Ale ne ,","děkuji",". To nebude potřeba , opravdu . “ Měl chuť","written","f","i","i","written","f"
"Portobello",", že už na to nestačí . „ Ne ,","děkuji","vám . Sbohem , “ řekla a ještě méně se","written","f","i","i","written","f"
"Portobello","„ Dělá to ráda . “ „ Nic nechci ,","děkuji",", Joeli . “ „ Nashromáždil jsem si ty prášky","written","f","i","i","written","f"
"Box 21","co se v takových situacích říká . „ Ne ,","děkuju",". Nepřišla jsem , abych tu pila kávu . “","written","f","u","u","written","f"
"Vesmírná pouť 1","ni hleděla , chtěla něco říct , třeba jen „","děkuju","“ . Ale nedokázala to . Otočila se na patě","written","f","u","u","written","f"
"Návrat Pařížana","tomhle dávala opravdu na čas . „ Jsi hodná ,","děkuju",", “ řekla vděčně Josette . „ Fabian už se","written","f","u","u","written","f"
"Návrat Pařížana","to pomohlo se splácením těch škod . “ „ Moc","děkuju",", to je od tebe milé , ale já nějak","written","f","u","u","written","f"
"Návrat Pařížana","výčepní pult tašku s nákupem . „ Á , mockrát","děkuju",". To je taková otrava , že si tam nemůžu","written","f","u","u","written","f"
"Návrat Pařížana","Fabian , bylo to samé prosím , tady máte ,","děkuji",", na shledanou a přijďte zas . Fabian byl samý","written","f","i","i","written","f"
"Neurozená hraběnka","! Svoji nevěstu si vyberu sám , mamá , ale","děkuji","ti za pomoc . Pečlivě si seznamy projdu a rozhodnu","written","f","i","i","written","f"
"Neurozená hraběnka",", pohlédla na Susanina otce . „ Pane Tallbridgei ,","děkuji","vám za pohostinnost a za pomoc . Byl jste ke","written","f","i","i","written","f"
"Neurozená hraběnka","“ Muž si od něj vzal mince . „ Mockrát","děkuju",", pane . Na tom přece nic nebylo . Lidi","written","f","u","u","written","f"
"Neurozená hraběnka",". “ „ Mě také , pane Perriame . A","děkuji","za vaši diskrétnost . “ „ To je jedna z","written","f","i","i","written","f"
"Neurozená hraběnka","mé dárky přijímala bez protestů . “ „ Tak ti","děkuji","za křížek i za tu brož . “ „ Budeš","written","f","i","i","written","f"
"Neurozená hraběnka","podat brambory , pane Coatesi ? “ „ Ano ,","děkuji",", děkuji vám , “ řekl starý muž . „","written","f","i","i","written","f"
"Neurozená hraběnka",", pane Coatesi ? “ „ Ano , děkuji ,","děkuji","vám , “ řekl starý muž . „ Pozoruhodná potravina","written","f","i","i","written","f"
"Neurozená hraběnka","se jí nedostávalo slov . „ Máme se dobře ,","děkuji",", “ řekla Prudence a lehce ji objala . Nato","written","f","i","i","written","f"
"Vražda není hra","? Připadalo mi to jako věčnost . „ Ne ,","děkuju",", pane vikáři , “ odmítla Nialla . „ Už","written","f","u","u","written","f"
"Vražda není hra",", farníci od sv . Tancreda i vy ostatní ,","děkuji","vám , že jste přišli dnes večer přivítat v našem","written","f","i","i","written","f"
"Vražda není hra",". „ Chápu , “ řekl . „ Dobrá ,","děkuju","ti . To bude všechno . “ Právě mi dal","written","f","u","u","written","f"
"Vražda není hra","Máte dost šálků a talířků ? “ „ Spoustu ,","děkuju",", Flavie , “ odvětila paní Robertsová . Tuhle práci","written","f","u","u","written","f"
"Vražda není hra","dneska dáš , drahoušku ? “ „ Bohužel žádnou ,","děkuju",", slečno Coolová . Dneska ráno jsem odešla z domova","written","f","u","u","written","f"
"Vražda není hra","setkat se s dotyčným pánem . “ „ Mockrát vám","děkuju",", slečno Coolová , “ brebentila jsem . „ Hrozně","written","f","u","u","written","f"
"Vražda není hra","na nohy . „ Otevři mi dvířka , prosím –","děkuju",", to jsi hodná . “ Velkou část života jsem","written","f","u","u","written","f"
"Vražda není hra","slečno Felicity ? “ zeptal se . „ Ne ,","děkuju",", Doggere , “ odpověděla a přitom dvěma prsty hrabošila","written","f","u","u","written","f"
"Vražda není hra","hudba moc často neslyší . “ „ Ale to ti","děkuju",", moje milá , “ zamumlala mdle . „ Je","written","f","u","u","written","f"
"Vražda není hra","a Michaelu Kindnessovi z „ Books on the Nightstand “","děkuji","za neochvějnou podporu , kterou začali poskytovat velmi brzy .","written","f","i","i","written","f"
"Vražda není hra","nemusíme si vůbec dělat starosti o budoucnost . A konečně","děkuji","své ženě Shirley , jejíž láska , společnost a trpělivá","written","f","i","i","written","f"
"Bestie","se ti hezky , zlatíčko ? “ „ Ano ,","děkuju",". “ Pořád věděla , že si musí dávat pozor","written","f","u","u","written","f"
"Bestie",", že si musí dávat pozor a říkat prosím a","děkuju",". „ Určitě se těšíš na Vánoce , viď ?","written","f","u","u","written","f"
"Bestie","syn může jít domů , odpověděla : „ Ne ,","děkuju",", už za něho nemám zodpovědnost . “ Taková zkurveně","written","f","u","u","written","f"
"Pastýř smrti","“ „ Ne , pane . Ale i tak vám","děkuju",". Já vážně nevím , jak mám tohle všechno vysvětlit","written","f","u","u","written","f"
"Ostré předměty","cosi o mrtvých dětech a svinstvu . „ Ne ,","děkuju",", slečno Preakerová . A bez komentáře . Není nic","written","f","u","u","written","f"
"Ostré předměty","že můj kluk je vrahem malých holek , to pěkně","děkuju",", Johne . “ „ Tak to pověz policii a","written","f","u","u","written","f"
"Ostré předměty","době se přikláním spíše k té laskavosti . Poděkování Upřímně","děkuji","své agentce Stephanie Kip Rostanové , která mě zkušeně provázela","written","f","i","i","written","f"
"Ostré předměty","rady a humor z Vermontu , Chicaga a Antarktidy ;","děkuji","Susan a Errol Stoneovým za azyl v domku u jezera","written","f","i","i","written","f"
"Gentlemanovy tajné touhy","Marie nechtěla být Filipovi nijak zavázána . „ Kdepak ,","děkuji",", ale to nebude potřeba , “ řekla rychle .","written","f","i","i","written","f"
"Gentlemanovy tajné touhy","„ Jak se vám daří ? “ „ Dobře ,","děkuji",", mylorde , “ odpověděla a zlehka se uklonila .","written","f","i","i","written","f"
"Gentlemanovy tajné touhy","zbytky čaje , nemohl se zachovat hůř . „ Upřímně","děkuji",", “ odsekla uraženě a rozjařenost ji rázem opustila .","written","f","i","i","written","f"
"Gentlemanovy tajné touhy","koláčky a smetanu , že ? “ „ Ano ,","děkuji",". “ Marie si položila talířek na klín , převzala","written","f","i","i","written","f"
"Gentlemanovy tajné touhy","Vezmete si i polévané dortíky ? “ „ Ano ,","děkuji",". Zdá se , že ples beze mě proběhl zdárně","written","f","i","i","written","f"
"Gentlemanovy tajné touhy","něco , sire ? “ „ Ne , Dobbsi ,","děkuji",". Dobrou noc . “ O chvíli později se Filip","written","f","i","i","written","f"
"Hrobař","zmrzlinu ? Je v ceně . “ „ Ne ,","děkuju",", jen koláč . “ Nikki neměla hlad a chtěla","written","f","u","u","written","f"
"Hrobař","která by zanedlouho byla bývalá , ale i tak vám","děkuji",". “ „ Kdybyste měl minutku , moc ráda bych","written","f","i","i","written","f"
"Hrobař","u vás před několika dny … Mám se dobře ,","děkuju",", ale potřebuju se zeptat na něco o vašem manželovi","written","f","u","u","written","f"
"Chlapec v kufru",", jestli může Sigitě nějak pomoct . „ Ne ,","děkuji",", “ odpověděla . „ Jen tu krátce posedím .","written","f","i","i","written","f"
"Chlapec v kufru","„ To je od vás milé , ale ne ,","děkuju","! “ „ Na jídlo se nesmí zapomínat , i","written","f","u","u","written","f"
"Chlapec v kufru","mu před obchodem podávala zmrzlinu ? Určitě to znamená „","děkuju","“ . Nina to poznala podle sklopených očí a lehkého","written","f","u","u","written","f"
"Chlapec v kufru",", pomyslela si Nina . Muselo to tedy být „","děkuju","“ . Trochu jí to ulehčilo situaci , protože slovo","written","f","u","u","written","f"
"Chlapec v kufru","Ano , “ zavzlykala . „ Děkuju ti . Mockrát","děkuju",", že jsi zavolal . “ „ Za málo .","written","f","u","u","written","f"
